category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0015800	0.54908365888829	0.820631046351375	1	14	acidic amino acid transport	BP	1	1
GO:0007064	0.549708926928492	0.738577381354606	2	14	mitotic sister chromatid cohesion	BP	1	1
GO:0034308	0.549889769308905	0.82598565447412	1	9	primary alcohol metabolic process	BP	1	1
GO:0018344	0.550237648270047	0.834310317393199	1	6	protein geranylgeranylation	BP	1	1
GO:0006446	0.550324824454866	0.6863552331032	3	27	regulation of translational initiation	BP	1	1
GO:0007099	0.5506391188731	0.658450854799386	4	31	centriole replication	BP	1	1
GO:0035002	0.551503994747498	0.728650700404518	2	24	liquid clearance, open tracheal system	BP	1	1
GO:0030431	0.552062545059924	0.60389939266102	7	87	sleep	BP	1	1
GO:0032006	0.552135621241009	0.619064495007511	6	52	regulation of TOR signaling	BP	1	1
GO:2001233	0.552865434800813	0.684496031642381	3	26	regulation of apoptotic signaling pathway	BP	1	1
GO:0008543	0.552885195293779	0.63597622245236	5	37	fibroblast growth factor receptor signaling pathway	BP	1	1
GO:0044344	0.552885195293779	0.63597622245236	5	37	cellular response to fibroblast growth factor stimulus	BP	1	1
GO:0071774	0.552885195293779	0.63597622245236	5	37	response to fibroblast growth factor	BP	1	1
GO:0016423	0.553111453996639	0.823585632040636	1	9	tRNA (guanine) methyltransferase activity	MF	1	1
GO:0071786	0.553223988983565	0.837506709877264	1	5	endoplasmic reticulum tubular network organization	BP	1	1
GO:0035193	0.553662680140911	0.831860077555355	1	6	larval central nervous system remodeling	BP	1	1
GO:0043565	0.554785886184139	0.507662849447347	46	619	sequence-specific DNA binding	MF	1	1
GO:0051287	0.55533313260076	0.650959467415609	4	39	NAD binding	MF	1	1
GO:0040036	0.555345068760975	0.737133458122935	2	12	regulation of fibroblast growth factor receptor signaling pathway	BP	1	1
GO:0009055	0.555357405260126	0.651549057887444	4	37	electron transfer activity	MF	1	1
GO:0005001	0.555501921230863	0.830533976413188	1	6	transmembrane receptor protein tyrosine phosphatase activity	MF	1	1
GO:0019198	0.555501921230863	0.830533976413188	1	6	transmembrane receptor protein phosphatase activity	MF	1	1
GO:0120035	0.555641435171311	0.540307027445785	20	158	regulation of plasma membrane bounded cell projection organization	BP	1	1
GO:0010889	0.556202144637683	0.830027206400985	1	6	regulation of sequestering of triglyceride	BP	1	1
GO:0019104	0.556452232548342	0.829845955903889	1	6	DNA N-glycosylase activity	MF	1	1
GO:0019001	0.556848460519075	0.543194017264024	18	164	guanyl nucleotide binding	MF	1	1
GO:0006302	0.556862254954277	0.569941348668375	11	106	double-strand break repair	BP	1	1
GO:0005903	0.556966136376381	0.822856529477527	1	8	brush border	CC	1	1
GO:1990385	0.557072574586313	0.825594967277947	1	7	meiotic spindle midzone	CC	1	1
GO:0034518	0.558289484972475	0.824693158326689	1	7	RNA cap binding complex	CC	1	1
GO:0000922	0.558593844069759	0.62932114888711	5	40	spindle pole	CC	1	1
GO:0034198	0.558626823111329	0.729282213450784	2	15	cellular response to amino acid starvation	BP	1	1
GO:0042048	0.558745317887544	0.608975778791734	6	78	olfactory behavior	BP	1	1
GO:0008569	0.559143809719708	0.812869224182543	1	14	minus-end-directed microtubule motor activity	MF	1	1
GO:0046620	0.559165455655434	0.631098188573521	5	34	regulation of organ growth	BP	1	1
GO:0007319	0.559267504769488	0.821126209443472	1	8	negative regulation of oskar mRNA translation	BP	1	1
GO:0004520	0.559307361108273	0.719003751041466	2	31	endodeoxyribonuclease activity	MF	1	1
GO:0018210	0.559761690800034	0.68243179033905	3	20	peptidyl-threonine modification	BP	1	1
GO:0072523	0.559779691951639	0.721643757647387	2	23	purine-containing compound catabolic process	BP	1	1
GO:0072375	0.559941898541233	0.724892841539698	2	18	medium-term memory	BP	1	1
GO:0071396	0.560274959936985	0.649637515422428	4	30	cellular response to lipid	BP	1	1
GO:0007399	0.560602254373525	0.479752556866577	125	1138	nervous system development	BP	1	1
GO:0061700	0.560689666964588	0.826754364239107	1	6	GATOR2 complex	CC	1	1
GO:0050848	0.560712527941586	0.814662737271496	1	11	regulation of calcium-mediated signaling	BP	1	1
GO:0051726	0.560961583628634	0.510667615564014	36	314	regulation of cell cycle	BP	1	1
GO:0005109	0.560970774960782	0.815885925114911	1	10	frizzled binding	MF	1	1
GO:0034719	0.561302294988312	0.815629970452852	1	10	SMN-Sm protein complex	CC	1	1
GO:0005814	0.561576814678785	0.64432087756915	4	41	centriole	CC	1	1
GO:0061575	0.561814545446859	0.822062601960575	1	7	cyclin-dependent protein serine/threonine kinase activator activity	MF	1	1
GO:0005546	0.562307363269519	0.680023456188966	3	20	phosphatidylinositol-4,5-bisphosphate binding	MF	1	1
GO:0006622	0.563210571829921	0.824896634121105	1	6	protein targeting to lysosome	BP	1	1
GO:0051346	0.56348817828403	0.672478736511866	3	30	negative regulation of hydrolase activity	BP	1	1
GO:0080182	0.56379160483683	0.82446648347238	1	6	histone H3-K4 trimethylation	BP	1	1
GO:0045947	0.563964460376298	0.813565715769336	1	10	negative regulation of translational initiation	BP	1	1
GO:0018202	0.564116974792078	0.815215592565948	1	9	peptidyl-histidine modification	BP	1	1
GO:0046033	0.564142516812202	0.810794396681676	1	12	AMP metabolic process	BP	1	1
GO:0071310	0.564331395984492	0.501299555519576	43	385	cellular response to organic substance	BP	1	1
GO:0051920	0.564424510443154	0.811766968902979	1	11	peroxiredoxin activity	MF	1	1
GO:1903578	0.564432347362059	0.820091403606038	1	7	regulation of ATP metabolic process	BP	1	1
GO:0032271	0.565160799524664	0.570737663946659	10	69	regulation of protein polymerization	BP	1	1
GO:0000387	0.565357718722636	0.719958449797473	2	18	spliceosomal snRNP assembly	BP	1	1
GO:0051496	0.56586920708437	0.822922326338028	1	6	positive regulation of stress fiber assembly	BP	1	1
GO:0007561	0.566088821071851	0.818836246222359	1	7	imaginal disc eversion	BP	1	1
GO:1901419	0.566179330593015	0.818767488892705	1	7	regulation of response to alcohol	BP	1	1
GO:0090069	0.566938804874007	0.818189820539038	1	7	regulation of ribosome biogenesis	BP	1	1
GO:0030307	0.567056664344103	0.605685599473296	6	46	positive regulation of cell growth	BP	1	1
GO:0097205	0.567245748595205	0.817955989343173	1	7	renal filtration	BP	1	1
GO:0097206	0.567245748595205	0.817955989343173	1	7	nephrocyte filtration	BP	1	1
GO:0042744	0.567295227108156	0.81096063289447	1	10	hydrogen peroxide catabolic process	BP	1	1
GO:0003690	0.567662385718899	0.497257633877326	42	585	double-stranded DNA binding	MF	1	1
GO:0052652	0.568016483839041	0.800907426106484	1	25	cyclic purine nucleotide metabolic process	BP	1	1
GO:0000175	0.568129508369848	0.719444742689042	2	16	3'-5'-exoribonuclease activity	MF	1	1
GO:0030667	0.568183163919043	0.817240559312407	1	7	secretory granule membrane	CC	1	1
GO:0000813	0.568220447407065	0.82116330391165	1	6	ESCRT I complex	CC	1	1
GO:0042753	0.568256823312353	0.712029395436752	2	27	positive regulation of circadian rhythm	BP	1	1
GO:0005126	0.569465696948296	0.717135557624906	2	17	cytokine receptor binding	MF	1	1
GO:0008318	0.570126279450851	0.819728502137433	1	6	protein prenyltransferase activity	MF	1	1
GO:0031970	0.571009253319231	0.70842296263687	2	30	organelle envelope lumen	CC	1	1
GO:0009208	0.571239980579171	0.818886305746727	1	6	pyrimidine ribonucleoside triphosphate metabolic process	BP	1	1
GO:0009209	0.571239980579171	0.818886305746727	1	6	pyrimidine ribonucleoside triphosphate biosynthetic process	BP	1	1
GO:0001109	0.571243692591218	0.811932146385557	1	8	promoter clearance during DNA-templated transcription	BP	1	1
GO:0001111	0.571243692591218	0.811932146385557	1	8	RNA polymerase II promoter clearance	BP	1	1
GO:0072175	0.571335178799345	0.809579321529303	1	9	epithelial tube formation	BP	1	1
GO:0009794	0.571615489150098	0.718919996951318	2	14	regulation of mitotic cell cycle, embryonic	BP	1	1
GO:0001653	0.571906734053999	0.794290757581591	1	55	peptide receptor activity	MF	1	1
GO:0010332	0.571925299651532	0.713904083896475	2	18	response to gamma radiation	BP	1	1
GO:0098554	0.5721756453653	0.823876445569098	1	5	cytoplasmic side of endoplasmic reticulum membrane	CC	1	1
GO:0045172	0.572260197492637	0.642824705188598	4	23	germline ring canal	CC	1	1
GO:0042065	0.572434944115123	0.808710215238942	1	9	glial cell growth	BP	1	1
GO:0005902	0.572518833118476	0.712499123987475	2	19	microvillus	CC	1	1
GO:0009072	0.572555201369774	0.799166685907496	1	19	aromatic amino acid family metabolic process	BP	1	1
GO:0007367	0.572626426216659	0.633980397747338	4	39	segment polarity determination	BP	1	1
GO:0110020	0.573118635238352	0.667859765892329	3	22	regulation of actomyosin structure organization	BP	1	1
GO:0006884	0.573131047267251	0.817449892086193	1	6	cell volume homeostasis	BP	1	1
GO:0007584	0.57330612043291	0.713584089668125	2	17	response to nutrient	BP	1	1
GO:0051382	0.573452463120964	0.817204952823716	1	6	kinetochore assembly	BP	1	1
GO:0031023	0.57400581916111	0.554402399540427	11	85	microtubule organizing center organization	BP	1	1
GO:0010562	0.574012528860188	0.559046774755584	10	91	positive regulation of phosphorus metabolic process	BP	1	1
GO:0045937	0.574012528860188	0.559046774755584	10	91	positive regulation of phosphate metabolic process	BP	1	1
GO:0032886	0.57428431400666	0.5746265448928	8	69	regulation of microtubule-based process	BP	1	1
GO:0007601	0.574346899528929	0.796888605262523	1	21	visual perception	BP	1	1
GO:0045861	0.574380440685384	0.631164164391781	4	43	negative regulation of proteolysis	BP	1	1
GO:0035304	0.575047146170619	0.703067707203183	2	36	regulation of protein dephosphorylation	BP	1	1
GO:0071324	0.575084538699961	0.811912622751608	1	7	cellular response to disaccharide stimulus	BP	1	1
GO:0071329	0.575084538699961	0.811912622751608	1	7	cellular response to sucrose stimulus	BP	1	1
GO:0042685	0.575227256350331	0.808802373763166	1	8	cardioblast cell fate specification	BP	1	1
GO:0035308	0.57528355821992	0.806446188145055	1	9	negative regulation of protein dephosphorylation	BP	1	1
GO:0009953	0.575520011535174	0.522326467185092	19	154	dorsal/ventral pattern formation	BP	1	1
GO:0006851	0.575876865053942	0.808288555236309	1	8	mitochondrial calcium ion transmembrane transport	BP	1	1
GO:0047496	0.576113440350301	0.718476584461633	2	12	vesicle transport along microtubule	BP	1	1
GO:0042600	0.57628877593407	0.791572961094458	1	41	egg chorion	CC	1	1
GO:0099022	0.576784519916599	0.814651972413755	1	6	vesicle tethering	BP	1	1
GO:0080025	0.576834672481099	0.807529193830987	1	8	phosphatidylinositol-3,5-bisphosphate binding	MF	1	1
GO:0005214	0.576909776384698	0.695600465349159	2	147	structural constituent of chitin-based cuticle	MF	1	1
GO:0018024	0.576993886155446	0.662593680902849	3	24	histone-lysine N-methyltransferase activity	MF	1	1
GO:0009267	0.577131206840949	0.556342543004071	10	86	cellular response to starvation	BP	1	1
GO:0015036	0.577503896361243	0.628828629331587	4	40	disulfide oxidoreductase activity	MF	1	1
GO:0097090	0.578166400510284	0.802282298990068	1	10	presynaptic membrane organization	BP	1	1
GO:0007476	0.578383672684496	0.495195398814063	34	279	imaginal disc-derived wing morphogenesis	BP	1	1
GO:0007527	0.578453363937192	0.708781949931217	2	17	adult somatic muscle development	BP	1	1
GO:1900242	0.578455692792543	0.809270713563599	1	7	regulation of synaptic vesicle endocytosis	BP	1	1
GO:0008610	0.578542133420088	0.508615710145473	23	271	lipid biosynthetic process	BP	1	1
GO:0005085	0.578563803439761	0.555196829597721	10	83	guanyl-nucleotide exchange factor activity	MF	1	1
GO:0051881	0.57894756314036	0.818815151384604	1	5	regulation of mitochondrial membrane potential	BP	1	1
GO:0045747	0.579215826027244	0.608136856809758	5	42	positive regulation of Notch signaling pathway	BP	1	1
GO:0007480	0.579712286751649	0.577700546738093	7	70	imaginal disc-derived leg morphogenesis	BP	1	1
GO:1990837	0.580195661422283	0.486760894290848	39	551	sequence-specific double-stranded DNA binding	MF	1	1
GO:0071709	0.580744947686313	0.798663330248823	1	11	membrane assembly	BP	1	1
GO:0071481	0.581233494566243	0.799784497129818	1	10	cellular response to X-ray	BP	1	1
GO:0010369	0.581954114092568	0.659249069005109	3	22	chromocenter	CC	1	1
GO:0016018	0.581968411950448	0.799182721387811	1	10	cyclosporin A binding	MF	1	1
GO:1901976	0.582318759060319	0.806211148089871	1	7	regulation of cell cycle checkpoint	BP	1	1
GO:0033540	0.582787178348785	0.805837807146612	1	7	fatty acid beta-oxidation using acyl-CoA oxidase	BP	1	1
GO:0005262	0.582889139167028	0.693747512177834	2	47	calcium channel activity	MF	1	1
GO:0031396	0.583027757439265	0.627173954519201	4	30	regulation of protein ubiquitination	BP	1	1
GO:0042302	0.583200208135607	0.68948359067594	2	148	structural constituent of cuticle	MF	1	1
GO:0050982	0.583333724066101	0.791181275431364	1	17	detection of mechanical stimulus	BP	1	1
GO:0051179	0.583439333091737	0.449030344229291	209	2219	localization	BP	1	1
GO:2000377	0.584258229199409	0.704425140479005	2	16	regulation of reactive oxygen species metabolic process	BP	1	1
GO:0045773	0.584606254680028	0.705374780047307	2	15	positive regulation of axon extension	BP	1	1
GO:0001816	0.584759019894513	0.804260596845255	1	7	cytokine production	BP	1	1
GO:0005815	0.584860492304191	0.516156968028532	17	194	microtubule organizing center	CC	1	1
GO:0007280	0.586068859353832	0.697589091909403	2	22	pole cell migration	BP	1	1
GO:0006289	0.58612998568466	0.651259047971642	3	28	nucleotide-excision repair	BP	1	1
GO:0016289	0.586146343368127	0.795737508043688	1	10	CoA hydrolase activity	MF	1	1
GO:0051303	0.586213602881267	0.655054229769467	3	22	establishment of chromosome localization	BP	1	1
GO:0051310	0.586213602881267	0.655054229769467	3	22	metaphase plate congression	BP	1	1
GO:0016791	0.586460757150262	0.520473222193043	15	187	phosphatase activity	MF	1	1
GO:0072384	0.587148337205056	0.624831275270736	4	27	organelle transport along microtubule	BP	1	1
GO:0046835	0.587532034573772	0.788228350908131	1	16	carbohydrate phosphorylation	BP	1	1
GO:0061572	0.587581288262089	0.600283998203188	5	40	actin filament bundle organization	BP	1	1
GO:0000737	0.587854263142862	0.785467037799256	1	21	DNA catabolic process, endonucleolytic	BP	1	1
GO:0048262	0.587886859387242	0.805962113766471	1	6	determination of dorsal/ventral asymmetry	BP	1	1
GO:0060288	0.588457150875393	0.811532419592886	1	5	formation of a compartment boundary	BP	1	1
GO:0008238	0.589174616098027	0.590949381018241	5	101	exopeptidase activity	MF	1	1
GO:0042803	0.589320052502156	0.531083356633361	12	123	protein homodimerization activity	MF	1	1
GO:0032869	0.589356047826664	0.538002334169794	11	91	cellular response to insulin stimulus	BP	1	1
GO:0009190	0.58984342181872	0.782219676103027	1	26	cyclic nucleotide biosynthetic process	BP	1	1
GO:0045433	0.589963205300232	0.786851979732119	1	15	male courtship behavior, veined wing generated song production	BP	1	1
GO:0007629	0.590132726252591	0.697704029000075	2	17	flight behavior	BP	1	1
GO:0043279	0.590144052860141	0.694305970070294	2	21	response to alkaloid	BP	1	1
GO:0007638	0.590585120071185	0.784990936117768	1	17	mechanosensory behavior	BP	1	1
GO:0035265	0.590946520255768	0.598364261850935	5	36	organ growth	BP	1	1
GO:0042073	0.590961411340477	0.782414709617538	1	22	intraciliary transport	BP	1	1
GO:0098534	0.591605641868513	0.617519105708246	4	32	centriole assembly	BP	1	1
GO:0009047	0.591724063574206	0.701857699782437	2	13	dosage compensation by hyperactivation of X chromosome	BP	1	1
GO:0045197	0.591832463127854	0.620810256578878	4	26	establishment or maintenance of epithelial cell apical/basal polarity	BP	1	1
GO:0005851	0.592134590858918	0.802561467283235	1	6	eukaryotic translation initiation factor 2B complex	CC	1	1
GO:0009148	0.593799324215434	0.79691231300842	1	7	pyrimidine nucleoside triphosphate biosynthetic process	BP	1	1
GO:0042776	0.593855634328969	0.79367740260348	1	8	proton motive force-driven mitochondrial ATP synthesis	BP	1	1
GO:0005874	0.59391309226959	0.522824378253177	13	113	microtubule	CC	1	1
GO:0042181	0.593943803937823	0.638853410997157	3	42	ketone biosynthetic process	BP	1	1
GO:0048148	0.594043156392835	0.791063298862685	1	9	behavioral response to cocaine	BP	1	1
GO:0007304	0.594079199403346	0.526042829790741	12	125	chorion-containing eggshell formation	BP	1	1
GO:0065001	0.594372957784327	0.793245626486596	1	8	specification of axis polarity	BP	1	1
GO:0016545	0.594420592580436	0.782294404899519	1	16	male courtship behavior, veined wing vibration	BP	1	1
GO:0016476	0.594489748116432	0.615588079145389	4	30	regulation of embryonic cell shape	BP	1	1
GO:0016615	0.594604395721988	0.790590173913324	1	9	malate dehydrogenase activity	MF	1	1
GO:0045202	0.595010513117597	0.482702915708864	29	313	synapse	CC	1	1
GO:1900087	0.595120665535305	0.786604153509378	1	11	positive regulation of G1/S transition of mitotic cell cycle	BP	1	1
GO:1902808	0.595120665535305	0.786604153509378	1	11	positive regulation of cell cycle G1/S phase transition	BP	1	1
GO:0048067	0.596130749380976	0.688487591092811	2	21	cuticle pigmentation	BP	1	1
GO:0120014	0.597029195491044	0.783637690302154	1	12	phospholipid transfer activity	MF	1	1
